nbr_can_id,var_can_nombre,var_can_status,nbr_pro_id
2678,Distrito Metropolitano de Quito,En vigencia,2678
2679,Distrito Metropolitano de Quito,En vigencia,2679
2680,Distrito Metropolitano de Quito,En vigencia,2680
2681,Distrito Metropolitano de Quito,En vigencia,2681
2682,Distrito Metropolitano de Quito,En vigencia,2682
2683,Distrito Metropolitano de Quito,En vigencia,2683
2684,Mejia,En vigencia,2684
2685,Distrito Metropolitano de Quito,En vigencia,2685
2686,San Miguel de los Bancos,En vigencia,2686
2687,Distrito Metropolitano de Quito,En vigencia,2687
2688,Distrito Metropolitano de Quito,En vigencia,2688
2689,Rumiñahui,En vigencia,2689
2690,Distrito Metropolitano de Quito,En vigencia,2690
2691,Pedro Vicente Maldonado,En vigencia,2691
2692,Puerto Quito,En vigencia,2692
2693,Rumiñahui,En vigencia,2693
2694,Pedro Vicente Maldonado,En vigencia,2694
2695,Puerto Quito,En vigencia,2695
2696,Puerto Quito,En vigencia,2696
2697,Pedro Moncayo,En vigencia,2697
2698,Distrito Metropolitano de Quito,En vigencia,2698
2699,Distrito Metropolitano de Quito,En vigencia,2699
2700,Pedro Vicente Maldonado,En vigencia,2700
2701,Distrito Metropolitano de Quito,En vigencia,2701
2702,Distrito Metropolitano de Quito,No existe,2702
2703,Distrito Metropolitano de Quito,En vigencia,2703
2704,Distrito Metropolitano de Quito,En vigencia,2704
2705,Distrito Metropolitano de Quito,En vigencia,2705
2706,Cayambe,No existe,2706
2707,Puerto Quito,En vigencia,2707
2708,Cayambe,En vigencia,2708
2709,Rumiñahui,En vigencia,2709
2710,Distrito Metropolitano de Quito,En vigencia,2710
2711,Distrito Metropolitano de Quito,En vigencia,2711
2712,San Miguel de los Bancos,En vigencia,2712
2713,Cayambe,En vigencia,2713
2714,Distrito Metropolitano de Quito,En vigencia,2714
2715,Distrito Metropolitano de Quito,En vigencia,2715
2716,Distrito Metropolitano de Quito,En vigencia,2716
2717,Distrito Metropolitano de Quito,En vigencia,2717
2718,Distrito Metropolitano de Quito,En vigencia,2718
2719,Mejia,En vigencia,2719
2720,Pedro Moncayo,En vigencia,2720
2721,Distrito Metropolitano de Quito,En vigencia,2721
2722,Mejia,En vigencia,2722
2723,Puerto Quito,En vigencia,2723
2724,Distrito Metropolitano de Quito,En vigencia,2724
2725,Distrito Metropolitano de Quito,En vigencia,2725
2726,Distrito Metropolitano de Quito,En vigencia,2726
2727,Distrito Metropolitano de Quito,En vigencia,2727
2728,Rumiñahui,En vigencia,2728
2729,Distrito Metropolitano de Quito,En vigencia,2729
2730,Distrito Metropolitano de Quito,En vigencia,2730
2731,Distrito Metropolitano de Quito,En vigencia,2731
2732,Distrito Metropolitano de Quito,En vigencia,2732
2733,Distrito Metropolitano de Quito,En vigencia,2733
2734,Distrito Metropolitano de Quito,En vigencia,2734
2735,Cayambe,En vigencia,2735
2736,Pedro Moncayo,En vigencia,2736
2737,Puerto Quito,En vigencia,2737
2738,San Miguel de los Bancos,En vigencia,2738
2739,Distrito Metropolitano de Quito,En vigencia,2739
2740,Distrito Metropolitano de Quito,En vigencia,2740
2741,Distrito Metropolitano de Quito,En vigencia,2741
2742,Distrito Metropolitano de Quito,En vigencia,2742
2743,Distrito Metropolitano de Quito,En vigencia,2743
2744,Distrito Metropolitano de Quito,No existe,2744
2745,Cayambe,En vigencia,2745
2746,Distrito Metropolitano de Quito,En vigencia,2746
2747,Rumiñahui,En vigencia,2747
2748,Puerto Quito,No existe,2748
2749,Mejia,En vigencia,2749
2750,Distrito Metropolitano de Quito,En vigencia,2750
2751,Distrito Metropolitano de Quito,En vigencia,2751
2752,Distrito Metropolitano de Quito,En vigencia,2752
2753,Distrito Metropolitano de Quito,En vigencia,2753
2754,San Miguel de los Bancos,En vigencia,2754
2755,Distrito Metropolitano de Quito,En vigencia,2755
2756,Distrito Metropolitano de Quito,En vigencia,2756
2757,Distrito Metropolitano de Quito,En vigencia,2757
2758,Distrito Metropolitano de Quito,En vigencia,2758
2759,Distrito Metropolitano de Quito,En vigencia,2759
2760,Puerto Quito,En vigencia,2760
2761,Distrito Metropolitano de Quito,En vigencia,2761
2762,Distrito Metropolitano de Quito,En vigencia,2762
2763,Distrito Metropolitano de Quito,En vigencia,2763
2764,Distrito Metropolitano de Quito,En vigencia,2764
2765,Distrito Metropolitano de Quito,No existe,2765
2766,Distrito Metropolitano de Quito,En vigencia,2766
2767,Distrito Metropolitano de Quito,En vigencia,2767
2768,Distrito Metropolitano de Quito,En vigencia,2768
2769,Puerto Quito,En vigencia,2769
2770,Distrito Metropolitano de Quito,En vigencia,2770
2771,Puerto Quito,En vigencia,2771
2772,Distrito Metropolitano de Quito,En vigencia,2772
2773,Distrito Metropolitano de Quito,No existe,2773
2774,Distrito Metropolitano de Quito,En vigencia,2774
2775,Mejia,En vigencia,2775
2776,Distrito Metropolitano de Quito,En vigencia,2776
2777,Mejia,En vigencia,2777
2778,Distrito Metropolitano de Quito,En vigencia,2778
2779,Distrito Metropolitano de Quito,En vigencia,2779
2780,Distrito Metropolitano de Quito,En vigencia,2780
2781,Distrito Metropolitano de Quito,No existe,2781
2782,Distrito Metropolitano de Quito,En vigencia,2782
2783,Mejia,En vigencia,2783
2784,Distrito Metropolitano de Quito,En vigencia,2784
2785,Distrito Metropolitano de Quito,En vigencia,2785
2786,Rumiñahui,En vigencia,2786
2787,Distrito Metropolitano de Quito,En vigencia,2787
2788,Distrito Metropolitano de Quito,En vigencia,2788
2789,Distrito Metropolitano de Quito,En vigencia,2789
2790,Distrito Metropolitano de Quito,En vigencia,2790
2791,Distrito Metropolitano de Quito,En vigencia,2791
2792,San Miguel de los Bancos,En vigencia,2792
2793,Pedro Vicente Maldonado,En vigencia,2793
2794,Distrito Metropolitano de Quito,En vigencia,2794
2795,Distrito Metropolitano de Quito,En vigencia,2795
2796,Distrito Metropolitano de Quito,En vigencia,2796
2797,Distrito Metropolitano de Quito,En vigencia,2797
2798,Distrito Metropolitano de Quito,En vigencia,2798
2799,Distrito Metropolitano de Quito,En vigencia,2799
2800,Distrito Metropolitano de Quito,En vigencia,2800
2801,Pedro Vicente Maldonado,En vigencia,2801
2802,Distrito Metropolitano de Quito,En vigencia,2802
2803,Pedro Vicente Maldonado,En vigencia,2803
2804,San Miguel de los Bancos,En vigencia,2804
2805,Pedro Vicente Maldonado,En vigencia,2805
2806,Distrito Metropolitano de Quito,En vigencia,2806
2807,San Miguel de los Bancos,En vigencia,2807
2808,Distrito Metropolitano de Quito,En vigencia,2808
2809,Distrito Metropolitano de Quito,En vigencia,2809
2810,Cayambe,En vigencia,2810
2811,Pedro Vicente Maldonado,En vigencia,2811
2812,Pedro Vicente Maldonado,En vigencia,2812
2813,Distrito Metropolitano de Quito,En vigencia,2813
2814,Distrito Metropolitano de Quito,En vigencia,2814
2815,Distrito Metropolitano de Quito,En vigencia,2815
2816,San Miguel de los Bancos,En vigencia,2816
2817,Pedro Moncayo,En vigencia,2817
2818,Puerto Quito,En vigencia,2818
2819,Distrito Metropolitano de Quito,En vigencia,2819
2820,Distrito Metropolitano de Quito,En vigencia,2820
2821,Distrito Metropolitano de Quito,En vigencia,2821
2822,Distrito Metropolitano de Quito,No existe,2822
2823,Distrito Metropolitano de Quito,En vigencia,2823
2824,Distrito Metropolitano de Quito,En vigencia,2824
2825,Distrito Metropolitano de Quito,En vigencia,2825
2826,Distrito Metropolitano de Quito,En vigencia,2826
2827,Distrito Metropolitano de Quito,En vigencia,2827
2828,Distrito Metropolitano de Quito,En vigencia,2828
2829,Distrito Metropolitano de Quito,En vigencia,2829
2830,San Miguel de los Bancos,En vigencia,2830
2831,Distrito Metropolitano de Quito,No existe,2831
2832,Distrito Metropolitano de Quito,En vigencia,2832
2833,Distrito Metropolitano de Quito,En vigencia,2833
2834,Distrito Metropolitano de Quito,En vigencia,2834
2835,Puerto Quito,En vigencia,2835
2836,Pedro Moncayo,En vigencia,2836
2837,San Miguel de los Bancos,En vigencia,2837
2838,Pedro Moncayo,En vigencia,2838
2839,Distrito Metropolitano de Quito,En vigencia,2839
2840,Distrito Metropolitano de Quito,En vigencia,2840
2841,Distrito Metropolitano de Quito,En vigencia,2841
2842,Distrito Metropolitano de Quito,En vigencia,2842
2843,Distrito Metropolitano de Quito,En vigencia,2843
2844,Mejia,En vigencia,2844
2845,Distrito Metropolitano de Quito,En vigencia,2845
2846,Rumiñahui,En vigencia,2846
2847,Distrito Metropolitano de Quito,En vigencia,2847
2848,Distrito Metropolitano de Quito,En vigencia,2848
2849,Distrito Metropolitano de Quito,En vigencia,2849
2850,Distrito Metropolitano de Quito,En vigencia,2850
2851,Distrito Metropolitano de Quito,En vigencia,2851
2852,Distrito Metropolitano de Quito,En vigencia,2852
2853,Rumiñahui,En vigencia,2853
2854,Cayambe,En vigencia,2854
2855,Cayambe,En vigencia,2855
2856,Rumiñahui,No existe,2856
2857,Mejia,En vigencia,2857
2858,Distrito Metropolitano de Quito,En vigencia,2858
2859,Puerto Quito,En vigencia,2859
2860,Distrito Metropolitano de Quito,En vigencia,2860
2861,Cayambe,En vigencia,2861
2862,Distrito Metropolitano de Quito,En vigencia,2862
2863,Cayambe,En vigencia,2863
2864,Distrito Metropolitano de Quito,En vigencia,2864
2865,Pedro Moncayo,En vigencia,2865
2866,Distrito Metropolitano de Quito,En vigencia,2866
2867,Distrito Metropolitano de Quito,En vigencia,2867
2868,Distrito Metropolitano de Quito,En vigencia,2868
2869,Puerto Quito,En vigencia,2869
2870,Pedro Moncayo,En vigencia,2870
2871,Puerto Quito,En vigencia,2871
2872,Distrito Metropolitano de Quito,En vigencia,2872
2873,Distrito Metropolitano de Quito,En vigencia,2873
2874,Cayambe,En vigencia,2874
2875,Distrito Metropolitano de Quito,En vigencia,2875
2876,Distrito Metropolitano de Quito,En vigencia,2876
2877,Puerto Quito,En vigencia,2877
2878,Distrito Metropolitano de Quito,En vigencia,2878
2879,Pedro Moncayo,En vigencia,2879
2880,Distrito Metropolitano de Quito,En vigencia,2880
2881,Distrito Metropolitano de Quito,En vigencia,2881
2882,Distrito Metropolitano de Quito,En vigencia,2882
2883,Pedro Vicente Maldonado,En vigencia,2883
2884,Distrito Metropolitano de Quito,En vigencia,2884
2885,Distrito Metropolitano de Quito,En vigencia,2885
2886,Pedro Vicente Maldonado,En vigencia,2886
2887,Distrito Metropolitano de Quito,En vigencia,2887
2888,Distrito Metropolitano de Quito,En vigencia,2888
2889,Puerto Quito,En vigencia,2889
2890,San Miguel de los Bancos,En vigencia,2890
2891,Distrito Metropolitano de Quito,En vigencia,2891
2892,Distrito Metropolitano de Quito,En vigencia,2892
2893,Distrito Metropolitano de Quito,En vigencia,2893
2894,Rumiñahui,En vigencia,2894
2895,Distrito Metropolitano de Quito,En vigencia,2895
2896,Distrito Metropolitano de Quito,En vigencia,2896
2897,Distrito Metropolitano de Quito,En vigencia,2897
2898,Distrito Metropolitano de Quito,En vigencia,2898
2899,Distrito Metropolitano de Quito,En vigencia,2899
2900,Distrito Metropolitano de Quito,En vigencia,2900
2901,Distrito Metropolitano de Quito,No existe,2901
2902,Distrito Metropolitano de Quito,En vigencia,2902
2903,Distrito Metropolitano de Quito,En vigencia,2903
2904,Distrito Metropolitano de Quito,En vigencia,2904
2905,Distrito Metropolitano de Quito,En vigencia,2905
2906,Distrito Metropolitano de Quito,En vigencia,2906
2907,San Miguel de los Bancos,En vigencia,2907
2908,Mejia,En vigencia,2908
2909,Distrito Metropolitano de Quito,En vigencia,2909
2910,Distrito Metropolitano de Quito,En vigencia,2910
2911,Distrito Metropolitano de Quito,En vigencia,2911
2912,Distrito Metropolitano de Quito,En vigencia,2912
2913,Distrito Metropolitano de Quito,En vigencia,2913
2914,Distrito Metropolitano de Quito,En vigencia,2914
2915,Distrito Metropolitano de Quito,En vigencia,2915
2916,Distrito Metropolitano de Quito,En vigencia,2916
2917,San Miguel de los Bancos,En vigencia,2917
2918,Puerto Quito,En vigencia,2918
2919,San Miguel de los Bancos,En vigencia,2919
2920,Distrito Metropolitano de Quito,En vigencia,2920
2921,Distrito Metropolitano de Quito,En vigencia,2921
2922,Pedro Vicente Maldonado,En vigencia,2922
2923,Distrito Metropolitano de Quito,En vigencia,2923
2924,Rumiñahui,En vigencia,2924
2925,Rumiñahui,En vigencia,2925
2926,San Miguel de los Bancos,En vigencia,2926
2927,San Miguel de los Bancos,En vigencia,2927
2928,Pedro Vicente Maldonado,En vigencia,2928
2929,San Miguel de los Bancos,No existe,2929
2930,Distrito Metropolitano de Quito,En vigencia,2930
2931,Puerto Quito,En vigencia,2931
2932,Mejia,En vigencia,2932
2933,Distrito Metropolitano de Quito,En vigencia,2933
2934,Pedro Vicente Maldonado,En vigencia,2934
2935,Distrito Metropolitano de Quito,En vigencia,2935
2936,Pedro Vicente Maldonado,En vigencia,2936
2937,Distrito Metropolitano de Quito,En vigencia,2937
2938,Distrito Metropolitano de Quito,En vigencia,2938
2939,Puerto Quito,En vigencia,2939
2940,Distrito Metropolitano de Quito,En vigencia,2940
2941,Distrito Metropolitano de Quito,No existe,2941
2942,Distrito Metropolitano de Quito,En vigencia,2942
2943,Pedro Moncayo,En vigencia,2943
2944,Pedro Moncayo,En vigencia,2944
2945,Distrito Metropolitano de Quito,En vigencia,2945
2946,Distrito Metropolitano de Quito,En vigencia,2946
2947,Pedro Moncayo,En vigencia,2947
2948,Cayambe,En vigencia,2948
2949,Distrito Metropolitano de Quito,En vigencia,2949
2950,Distrito Metropolitano de Quito,En vigencia,2950
2951,Distrito Metropolitano de Quito,En vigencia,2951
2952,Distrito Metropolitano de Quito,En vigencia,2952
2953,Distrito Metropolitano de Quito,En vigencia,2953
2954,Distrito Metropolitano de Quito,En vigencia,2954
2955,Distrito Metropolitano de Quito,En vigencia,2955
2956,Distrito Metropolitano de Quito,En vigencia,2956
2957,Cayambe,En vigencia,2957
2958,Distrito Metropolitano de Quito,En vigencia,2958
2959,Distrito Metropolitano de Quito,En vigencia,2959
2960,Distrito Metropolitano de Quito,En vigencia,2960
2961,Distrito Metropolitano de Quito,En vigencia,2961
2962,Distrito Metropolitano de Quito,En vigencia,2962
2963,Distrito Metropolitano de Quito,En vigencia,2963
2964,Distrito Metropolitano de Quito,En vigencia,2964
2965,Distrito Metropolitano de Quito,En vigencia,2965
2966,Distrito Metropolitano de Quito,En vigencia,2966
2967,Mejia,En vigencia,2967
2968,Pedro Moncayo,En vigencia,2968
2969,Rumiñahui,En vigencia,2969
2970,Distrito Metropolitano de Quito,En vigencia,2970
2971,Puerto Quito,En vigencia,2971
2972,Puerto Quito,En vigencia,2972
2973,Distrito Metropolitano de Quito,En vigencia,2973
2974,Distrito Metropolitano de Quito,En vigencia,2974
2975,Puerto Quito,En vigencia,2975
2976,Distrito Metropolitano de Quito,En vigencia,2976
2977,Distrito Metropolitano de Quito,En vigencia,2977
2978,Distrito Metropolitano de Quito,En vigencia,2978
2979,Rumiñahui,En vigencia,2979
2980,Mejia,En vigencia,2980
2981,Distrito Metropolitano de Quito,En vigencia,2981
2982,Distrito Metropolitano de Quito,En vigencia,2982
2983,Distrito Metropolitano de Quito,En vigencia,2983
2984,San Miguel de los Bancos,En vigencia,2984
2985,Distrito Metropolitano de Quito,En vigencia,2985
2986,Distrito Metropolitano de Quito,En vigencia,2986
2987,Distrito Metropolitano de Quito,En vigencia,2987
2988,San Miguel de los Bancos,En vigencia,2988
2989,Mejia,En vigencia,2989
2990,Distrito Metropolitano de Quito,En vigencia,2990
2991,Distrito Metropolitano de Quito,En vigencia,2991
2992,Distrito Metropolitano de Quito,En vigencia,2992
2993,Distrito Metropolitano de Quito,En vigencia,2993
2994,Rumiñahui,En vigencia,2994
2995,San Miguel de los Bancos,En vigencia,2995
2996,Cayambe,En vigencia,2996
2997,Distrito Metropolitano de Quito,En vigencia,2997
2998,Distrito Metropolitano de Quito,En vigencia,2998
2999,Distrito Metropolitano de Quito,En vigencia,2999
3000,Distrito Metropolitano de Quito,En vigencia,3000
3001,Distrito Metropolitano de Quito,En vigencia,3001
3002,Mejia,En vigencia,3002
3003,Distrito Metropolitano de Quito,En vigencia,3003
3004,Cayambe,En vigencia,3004
3005,Distrito Metropolitano de Quito,No existe,3005
3006,San Miguel de los Bancos,En vigencia,3006
3007,Distrito Metropolitano de Quito,En vigencia,3007
3008,Distrito Metropolitano de Quito,En vigencia,3008
3009,Distrito Metropolitano de Quito,En vigencia,3009
3010,Cayambe,En vigencia,3010
3011,Distrito Metropolitano de Quito,En vigencia,3011
3012,Cayambe,En vigencia,3012
3013,Distrito Metropolitano de Quito,No existe,3013
3014,Distrito Metropolitano de Quito,En vigencia,3014
3015,Distrito Metropolitano de Quito,En vigencia,3015
3016,Distrito Metropolitano de Quito,En vigencia,3016
3017,Pedro Moncayo,En vigencia,3017
3018,Distrito Metropolitano de Quito,En vigencia,3018
3019,Distrito Metropolitano de Quito,En vigencia,3019
3020,Distrito Metropolitano de Quito,En vigencia,3020
3021,Distrito Metropolitano de Quito,En vigencia,3021
3022,Distrito Metropolitano de Quito,En vigencia,3022
3023,Distrito Metropolitano de Quito,En vigencia,3023
3024,Distrito Metropolitano de Quito,En vigencia,3024
3025,Puerto Quito,En vigencia,3025
3026,Puerto Quito,En vigencia,3026
3027,Distrito Metropolitano de Quito,En vigencia,3027
3028,Distrito Metropolitano de Quito,En vigencia,3028
3029,San Miguel de los Bancos,En vigencia,3029
3030,San Miguel de los Bancos,En vigencia,3030
3031,Distrito Metropolitano de Quito,En vigencia,3031
3032,Puerto Quito,En vigencia,3032
3033,Rumiñahui,En vigencia,3033
3034,Distrito Metropolitano de Quito,En vigencia,3034
3035,Distrito Metropolitano de Quito,En vigencia,3035
3036,Rumiñahui,En vigencia,3036
3037,Distrito Metropolitano de Quito,En vigencia,3037
3038,Distrito Metropolitano de Quito,En vigencia,3038
3039,Distrito Metropolitano de Quito,En vigencia,3039
3040,Pedro Vicente Maldonado,En vigencia,3040
3041,Distrito Metropolitano de Quito,En vigencia,3041
3042,Distrito Metropolitano de Quito,En vigencia,3042
3043,Distrito Metropolitano de Quito,En vigencia,3043
3044,Distrito Metropolitano de Quito,En vigencia,3044
3045,Distrito Metropolitano de Quito,En vigencia,3045
3046,Rumiñahui,En vigencia,3046
3047,Distrito Metropolitano de Quito,En vigencia,3047
3048,Distrito Metropolitano de Quito,En vigencia,3048
3049,Distrito Metropolitano de Quito,En vigencia,3049
3050,Mejia,En vigencia,3050
3051,Distrito Metropolitano de Quito,En vigencia,3051
3052,Distrito Metropolitano de Quito,En vigencia,3052
3053,San Miguel de los Bancos,En vigencia,3053
3054,Distrito Metropolitano de Quito,En vigencia,3054
3055,Distrito Metropolitano de Quito,En vigencia,3055
3056,Puerto Quito,En vigencia,3056
3057,Distrito Metropolitano de Quito,En vigencia,3057
3058,Distrito Metropolitano de Quito,En vigencia,3058
3059,Pedro Moncayo,En vigencia,3059
3060,Distrito Metropolitano de Quito,En vigencia,3060
3061,Distrito Metropolitano de Quito,En vigencia,3061
3062,San Miguel de los Bancos,En vigencia,3062
3063,Distrito Metropolitano de Quito,En vigencia,3063
3064,Pedro Vicente Maldonado,En vigencia,3064
3065,Cayambe,En vigencia,3065
3066,Distrito Metropolitano de Quito,En vigencia,3066
3067,Distrito Metropolitano de Quito,En vigencia,3067
3068,Distrito Metropolitano de Quito,En vigencia,3068
3069,Distrito Metropolitano de Quito,En vigencia,3069
3070,Puerto Quito,En vigencia,3070
3071,Pedro Moncayo,En vigencia,3071
3072,Cayambe,En vigencia,3072
3073,Distrito Metropolitano de Quito,En vigencia,3073
3074,Distrito Metropolitano de Quito,En vigencia,3074
3075,Mejia,En vigencia,3075
3076,San Miguel de los Bancos,En vigencia,3076
3077,Distrito Metropolitano de Quito,En vigencia,3077
3078,Distrito Metropolitano de Quito,En vigencia,3078
3079,Distrito Metropolitano de Quito,En vigencia,3079
3080,San Miguel de los Bancos,En vigencia,3080
3081,Pedro Vicente Maldonado,En vigencia,3081
3082,Distrito Metropolitano de Quito,En vigencia,3082
3083,Distrito Metropolitano de Quito,En vigencia,3083
3084,Distrito Metropolitano de Quito,En vigencia,3084
3085,Pedro Vicente Maldonado,En vigencia,3085
3086,Distrito Metropolitano de Quito,En vigencia,3086
3087,Distrito Metropolitano de Quito,En vigencia,3087
3088,Distrito Metropolitano de Quito,En vigencia,3088
3089,Distrito Metropolitano de Quito,En vigencia,3089
3090,Distrito Metropolitano de Quito,En vigencia,3090
3091,Puerto Quito,En vigencia,3091
3092,Mejia,En vigencia,3092
3093,Distrito Metropolitano de Quito,En vigencia,3093
3094,Distrito Metropolitano de Quito,En vigencia,3094
3095,Distrito Metropolitano de Quito,En vigencia,3095
3096,Distrito Metropolitano de Quito,En vigencia,3096
3097,Distrito Metropolitano de Quito,En vigencia,3097
3098,Mejia,En vigencia,3098
3099,Distrito Metropolitano de Quito,En vigencia,3099
3100,Distrito Metropolitano de Quito,No existe,3100
3101,Cayambe,No existe,3101
3102,Distrito Metropolitano de Quito,En vigencia,3102
3103,Distrito Metropolitano de Quito,En vigencia,3103
3104,Distrito Metropolitano de Quito,En vigencia,3104
3105,Pedro Moncayo,En vigencia,3105
3106,Mejia,En vigencia,3106
3107,Pedro Moncayo,En vigencia,3107
3108,Distrito Metropolitano de Quito,En vigencia,3108
3109,Pedro Moncayo,En vigencia,3109
3110,Puerto Quito,En vigencia,3110
3111,Pedro Vicente Maldonado,En vigencia,3111
3112,Distrito Metropolitano de Quito,En vigencia,3112
3113,Rumiñahui,En vigencia,3113
3114,Distrito Metropolitano de Quito,En vigencia,3114
3115,Distrito Metropolitano de Quito,En vigencia,3115
3116,Distrito Metropolitano de Quito,En vigencia,3116
3117,Distrito Metropolitano de Quito,En vigencia,3117
3118,Distrito Metropolitano de Quito,En vigencia,3118
3119,Puerto Quito,En vigencia,3119
3120,Distrito Metropolitano de Quito,En vigencia,3120
3121,Distrito Metropolitano de Quito,En vigencia,3121
3122,Distrito Metropolitano de Quito,En vigencia,3122
3123,Distrito Metropolitano de Quito,En vigencia,3123
3124,Distrito Metropolitano de Quito,En vigencia,3124
3125,Pedro Moncayo,En vigencia,3125
3126,Distrito Metropolitano de Quito,En vigencia,3126
3127,Pedro Moncayo,En vigencia,3127
3128,Distrito Metropolitano de Quito,No existe,3128
3129,Distrito Metropolitano de Quito,En vigencia,3129
3130,Distrito Metropolitano de Quito,En vigencia,3130
3131,Pedro Vicente Maldonado,En vigencia,3131
3132,Pedro Moncayo,En vigencia,3132
3133,Mejia,En vigencia,3133
3134,Mejia,En vigencia,3134
3135,Distrito Metropolitano de Quito,En vigencia,3135
3136,Distrito Metropolitano de Quito,En vigencia,3136
3137,Distrito Metropolitano de Quito,En vigencia,3137
3138,Distrito Metropolitano de Quito,En vigencia,3138
3139,Pedro Vicente Maldonado,En vigencia,3139
3140,Pedro Vicente Maldonado,No existe,3140
3141,Distrito Metropolitano de Quito,En vigencia,3141
3142,Distrito Metropolitano de Quito,En vigencia,3142
3143,Distrito Metropolitano de Quito,En vigencia,3143
3144,Distrito Metropolitano de Quito,En vigencia,3144
3145,Distrito Metropolitano de Quito,En vigencia,3145
3146,Distrito Metropolitano de Quito,En vigencia,3146
3147,Distrito Metropolitano de Quito,En vigencia,3147
3148,Distrito Metropolitano de Quito,No existe,3148
3149,Distrito Metropolitano de Quito,En vigencia,3149
3150,Distrito Metropolitano de Quito,En vigencia,3150
3151,Cayambe,En vigencia,3151
3152,San Miguel de los Bancos,En vigencia,3152
3153,Cayambe,En vigencia,3153
3154,San Miguel de los Bancos,En vigencia,3154
3155,Pedro Moncayo,En vigencia,3155
3156,Distrito Metropolitano de Quito,En vigencia,3156
3157,Distrito Metropolitano de Quito,En vigencia,3157
3158,Distrito Metropolitano de Quito,En vigencia,3158
3159,Rumiñahui,En vigencia,3159
3160,Distrito Metropolitano de Quito,En vigencia,3160
3161,San Miguel de los Bancos,En vigencia,3161
3162,Distrito Metropolitano de Quito,En vigencia,3162
3163,Distrito Metropolitano de Quito,En vigencia,3163
3164,Distrito Metropolitano de Quito,En vigencia,3164
3165,Rumiñahui,En vigencia,3165
3166,Distrito Metropolitano de Quito,En vigencia,3166
3167,Distrito Metropolitano de Quito,En vigencia,3167
3168,Rumiñahui,En vigencia,3168
3169,Pedro Moncayo,En vigencia,3169
3170,Cayambe,En vigencia,3170
3171,Distrito Metropolitano de Quito,En vigencia,3171
3172,Distrito Metropolitano de Quito,En vigencia,3172
3173,Cayambe,En vigencia,3173
3174,Mejia,En vigencia,3174
3175,Distrito Metropolitano de Quito,En vigencia,3175
3176,Distrito Metropolitano de Quito,En vigencia,3176
3177,San Miguel de los Bancos,En vigencia,3177
3178,Distrito Metropolitano de Quito,En vigencia,3178
3179,Distrito Metropolitano de Quito,En vigencia,3179
3180,Distrito Metropolitano de Quito,En vigencia,3180
3181,Distrito Metropolitano de Quito,En vigencia,3181
3182,Puerto Quito,En vigencia,3182
3183,Puerto Quito,No existe,3183
3184,Distrito Metropolitano de Quito,En vigencia,3184
3185,Pedro Moncayo,En vigencia,3185
3186,Distrito Metropolitano de Quito,En vigencia,3186
3187,Cayambe,En vigencia,3187
3188,Cayambe,No existe,3188
3189,Distrito Metropolitano de Quito,En vigencia,3189
3190,Distrito Metropolitano de Quito,No existe,3190
3191,Pedro Vicente Maldonado,En vigencia,3191
3192,Distrito Metropolitano de Quito,En vigencia,3192
3193,Mejia,En vigencia,3193
3194,Distrito Metropolitano de Quito,En vigencia,3194
3195,Distrito Metropolitano de Quito,En vigencia,3195
3196,Pedro Vicente Maldonado,En vigencia,3196
3197,Distrito Metropolitano de Quito,En vigencia,3197
3198,Distrito Metropolitano de Quito,En vigencia,3198
3199,Distrito Metropolitano de Quito,En vigencia,3199
3200,Distrito Metropolitano de Quito,En vigencia,3200
3201,Pedro Moncayo,En vigencia,3201
3202,Distrito Metropolitano de Quito,En vigencia,3202
3203,Cayambe,En vigencia,3203
3204,Distrito Metropolitano de Quito,En vigencia,3204
3205,Distrito Metropolitano de Quito,En vigencia,3205
3206,Distrito Metropolitano de Quito,En vigencia,3206
3207,Distrito Metropolitano de Quito,En vigencia,3207
3208,Distrito Metropolitano de Quito,En vigencia,3208
3209,Distrito Metropolitano de Quito,En vigencia,3209
3210,Mejia,En vigencia,3210
3211,Pedro Vicente Maldonado,En vigencia,3211
3212,Distrito Metropolitano de Quito,En vigencia,3212
3213,Pedro Vicente Maldonado,En vigencia,3213
3214,Cayambe,En vigencia,3214
3215,Distrito Metropolitano de Quito,No existe,3215
3216,San Miguel de los Bancos,En vigencia,3216
3217,Distrito Metropolitano de Quito,En vigencia,3217
3218,San Miguel de los Bancos,En vigencia,3218
3219,Distrito Metropolitano de Quito,En vigencia,3219
3220,Mejia,En vigencia,3220
3221,Distrito Metropolitano de Quito,En vigencia,3221
3222,Cayambe,En vigencia,3222
3223,Distrito Metropolitano de Quito,En vigencia,3223
3224,Distrito Metropolitano de Quito,En vigencia,3224
3225,Distrito Metropolitano de Quito,En vigencia,3225
3226,Distrito Metropolitano de Quito,En vigencia,3226
3227,Distrito Metropolitano de Quito,En vigencia,3227
3228,Distrito Metropolitano de Quito,En vigencia,3228
3229,Distrito Metropolitano de Quito,En vigencia,3229
3230,Distrito Metropolitano de Quito,En vigencia,3230
3231,Distrito Metropolitano de Quito,En vigencia,3231
3232,Pedro Moncayo,En vigencia,3232
3233,Distrito Metropolitano de Quito,En vigencia,3233
3234,Distrito Metropolitano de Quito,En vigencia,3234
3235,Distrito Metropolitano de Quito,En vigencia,3235
3236,Distrito Metropolitano de Quito,En vigencia,3236
3237,Distrito Metropolitano de Quito,En vigencia,3237
3238,Cayambe,En vigencia,3238
3239,Distrito Metropolitano de Quito,En vigencia,3239
