nbr_pro_id,var_pro_nombre,var_pro_status,nbr_coor_id
1620,Pichincha,En vigencia,1620
1621,Azuay,En vigencia,1621
1622,Santa Elena,En vigencia,1622
1623,Pichincha,En vigencia,1623
1624,Santa Elena,En vigencia,1624
1625,Santa Elena,En vigencia,1625
1626,Pichincha,En vigencia,1626
1627,Pastaza,En vigencia,1627
1628,Pichincha,En vigencia,1628
1629,Pichincha,En vigencia,1629
1630,Pichincha,En vigencia,1630
1631,Pichincha,En vigencia,1631
1632,Azuay,En vigencia,1632
1633,Pichincha,En vigencia,1633
1634,Loja,En vigencia,1634
1635,Orellana,En vigencia,1635
1636,Morona Santiago,En vigencia,1636
1637,Morona Santiago,En vigencia,1637
1638,Los Ríos,En vigencia,1638
1639,Pichincha,No existe,1639
1640,Bolívar,En vigencia,1640
1641,Azuay,En vigencia,1641
1642,Bolívar,En vigencia,1642
1643,Los Ríos,En vigencia,1643
1644,El Oro,En vigencia,1644
1645,Azuay,En vigencia,1645
1646,Chimborazo,En vigencia,1646
1647,Cañar,En vigencia,1647
1648,Orellana,En vigencia,1648
1649,Imbabura,En vigencia,1649
1650,Pichincha,En vigencia,1650
1651,Pichincha,En vigencia,1651
1652,Pichincha,En vigencia,1652
1653,Santo Domingo de los Tsáchilas,En vigencia,1653
1654,Santo Domingo de los Tsáchilas,En vigencia,1654
1655,Pichincha,En vigencia,1655
1656,Azuay,En vigencia,1656
1657,Bolívar,En vigencia,1657
1658,Sucumbíos,En vigencia,1658
1659,Pichincha,En vigencia,1659
1660,Cotopaxi,En vigencia,1660
1661,Santa Elena,En vigencia,1661
1662,Tungurahua,En vigencia,1662
1663,El Oro,En vigencia,1663
1664,Galapagos,En vigencia,1664
1665,Pichincha,En vigencia,1665
1666,Imbabura,En vigencia,1666
1667,Morona Santiago,En vigencia,1667
1668,Sucumbíos,En vigencia,1668
1669,Guayas,En vigencia,1669
1670,Pichincha,En vigencia,1670
1671,Galapagos,No existe,1671
1672,Sucumbíos,En vigencia,1672
1673,Santa Elena,En vigencia,1673
1674,Pichincha,En vigencia,1674
1675,Pichincha,En vigencia,1675
1676,Carchi,En vigencia,1676
1677,Pichincha,En vigencia,1677
1678,Imbabura,En vigencia,1678
1679,Pichincha,En vigencia,1679
1680,Napo,En vigencia,1680
1681,Cotopaxi,En vigencia,1681
1682,Pichincha,En vigencia,1682
1683,Pichincha,En vigencia,1683
1684,Pastaza,En vigencia,1684
1685,Galapagos,En vigencia,1685
1686,Azuay,En vigencia,1686
1687,Sucumbíos,En vigencia,1687
1688,Orellana,En vigencia,1688
1689,Los Ríos,En vigencia,1689
1690,Carchi,En vigencia,1690
1691,Pichincha,En vigencia,1691
1692,El Oro,En vigencia,1692
1693,Cotopaxi,En vigencia,1693
1694,Pichincha,En vigencia,1694
1695,Morona Santiago,En vigencia,1695
1696,Carchi,En vigencia,1696
1697,Guayas,En vigencia,1697
1698,Carchi,En vigencia,1698
1699,Sucumbíos,En vigencia,1699
1700,Carchi,En vigencia,1700
1701,Chimborazo,En vigencia,1701
1702,Pichincha,En vigencia,1702
1703,Azuay,En vigencia,1703
1704,Pichincha,En vigencia,1704
1705,Pichincha,En vigencia,1705
1706,Napo,En vigencia,1706
1707,Pastaza,En vigencia,1707
1708,Tungurahua,En vigencia,1708
1709,Guayas,En vigencia,1709
1710,Cotopaxi,En vigencia,1710
1711,Pichincha,En vigencia,1711
1712,Santo Domingo de los Tsáchilas,En vigencia,1712
1713,Orellana,No existe,1713
1714,Napo,En vigencia,1714
1715,Los Ríos,En vigencia,1715
1716,Azuay,En vigencia,1716
1717,Guayas,En vigencia,1717
1718,Orellana,En vigencia,1718
1719,Pichincha,En vigencia,1719
1720,Santo Domingo de los Tsáchilas,En vigencia,1720
1721,Zamora Chinchipe,En vigencia,1721
1722,Pichincha,En vigencia,1722
1723,Pichincha,En vigencia,1723
1724,Santo Domingo de los Tsáchilas,En vigencia,1724
1725,Galapagos,En vigencia,1725
1726,Galapagos,En vigencia,1726
1727,Azuay,No existe,1727
1728,Guayas,En vigencia,1728
1729,Tungurahua,En vigencia,1729
1730,Orellana,En vigencia,1730
1731,Sucumbíos,En vigencia,1731
1732,Orellana,En vigencia,1732
1733,Morona Santiago,En vigencia,1733
1734,Esmeraldas,En vigencia,1734
1735,Morona Santiago,En vigencia,1735
1736,Sucumbíos,En vigencia,1736
1737,Cañar,En vigencia,1737
1738,Guayas,En vigencia,1738
1739,Tungurahua,En vigencia,1739
1740,Pichincha,En vigencia,1740
1741,Galapagos,En vigencia,1741
1742,Cotopaxi,En vigencia,1742
1743,Bolívar,En vigencia,1743
1744,Zamora Chinchipe,En vigencia,1744
1745,Azuay,En vigencia,1745
1746,Pichincha,En vigencia,1746
1747,Carchi,En vigencia,1747
1748,Galapagos,En vigencia,1748
1749,Chimborazo,En vigencia,1749
1750,Azuay,En vigencia,1750
1751,Pichincha,En vigencia,1751
1752,Los Ríos,En vigencia,1752
1753,Orellana,En vigencia,1753
1754,Azuay,En vigencia,1754
1755,Bolívar,En vigencia,1755
1756,Cañar,En vigencia,1756
1757,Manabí,En vigencia,1757
1758,Zamora Chinchipe,En vigencia,1758
1759,Pichincha,En vigencia,1759
1760,Pichincha,En vigencia,1760
1761,Napo,En vigencia,1761
1762,Santo Domingo de los Tsáchilas,En vigencia,1762
1763,Manabí,En vigencia,1763
1764,Sucumbíos,En vigencia,1764
1765,Orellana,En vigencia,1765
1766,Guayas,En vigencia,1766
1767,Manabí,En vigencia,1767
1768,Zamora Chinchipe,En vigencia,1768
1769,Pichincha,En vigencia,1769
1770,Zamora Chinchipe,En vigencia,1770
1771,Santo Domingo de los Tsáchilas,En vigencia,1771
1772,Manabí,En vigencia,1772
1773,Pichincha,En vigencia,1773
1774,Pichincha,En vigencia,1774
1775,Orellana,En vigencia,1775
1776,Carchi,En vigencia,1776
1777,Pichincha,En vigencia,1777
1778,Pichincha,En vigencia,1778
1779,Santo Domingo de los Tsáchilas,En vigencia,1779
1780,Napo,En vigencia,1780
1781,Napo,En vigencia,1781
1782,Pichincha,En vigencia,1782
1783,Tungurahua,En vigencia,1783
1784,Morona Santiago,En vigencia,1784
1785,Morona Santiago,En vigencia,1785
1786,Cañar,En vigencia,1786
1787,Zamora Chinchipe,En vigencia,1787
1788,Bolívar,En vigencia,1788
1789,Cotopaxi,En vigencia,1789
1790,Santa Elena,En vigencia,1790
1791,Chimborazo,En vigencia,1791
1792,Sucumbíos,En vigencia,1792
1793,Los Ríos,En vigencia,1793
1794,Pichincha,En vigencia,1794
1795,Pichincha,En vigencia,1795
1796,Cañar,En vigencia,1796
1797,Sucumbíos,En vigencia,1797
1798,Napo,En vigencia,1798
1799,Pichincha,En vigencia,1799
1800,Imbabura,En vigencia,1800
1801,Guayas,En vigencia,1801
1802,Cañar,En vigencia,1802
1803,Galapagos,En vigencia,1803
1804,Pastaza,En vigencia,1804
1805,Guayas,En vigencia,1805
1806,Manabí,En vigencia,1806
1807,Manabí,En vigencia,1807
1808,Santa Elena,En vigencia,1808
1809,Azuay,En vigencia,1809
1810,Sucumbíos,En vigencia,1810
1811,Napo,En vigencia,1811
1812,Cañar,En vigencia,1812
1813,Pichincha,En vigencia,1813
1814,Guayas,En vigencia,1814
1815,Carchi,En vigencia,1815
1816,Manabí,En vigencia,1816
1817,Loja,En vigencia,1817
1818,Guayas,En vigencia,1818
1819,Azuay,No existe,1819
1820,Sucumbíos,En vigencia,1820
1821,Carchi,En vigencia,1821
1822,Pichincha,En vigencia,1822
1823,Galapagos,En vigencia,1823
1824,Imbabura,En vigencia,1824
1825,Bolívar,En vigencia,1825
1826,Morona Santiago,En vigencia,1826
1827,Los Ríos,En vigencia,1827
1828,Guayas,En vigencia,1828
1829,Carchi,En vigencia,1829
1830,Imbabura,En vigencia,1830
1831,Pichincha,En vigencia,1831
1832,Pichincha,En vigencia,1832
1833,Los Ríos,En vigencia,1833
1834,El Oro,En vigencia,1834
1835,Pichincha,En vigencia,1835
1836,Manabí,En vigencia,1836
1837,Sucumbíos,En vigencia,1837
1838,Cañar,En vigencia,1838
1839,Cotopaxi,En vigencia,1839
1840,Tungurahua,En vigencia,1840
1841,Orellana,En vigencia,1841
1842,El Oro,En vigencia,1842
1843,Guayas,En vigencia,1843
1844,Napo,En vigencia,1844
1845,Loja,En vigencia,1845
1846,Pastaza,En vigencia,1846
1847,Cañar,En vigencia,1847
1848,Pichincha,En vigencia,1848
1849,Pichincha,En vigencia,1849
1850,Napo,En vigencia,1850
1851,Azuay,En vigencia,1851
1852,Napo,No existe,1852
1853,Cotopaxi,En vigencia,1853
1854,Esmeraldas,En vigencia,1854
1855,Sucumbíos,En vigencia,1855
1856,Pichincha,En vigencia,1856
1857,Pastaza,En vigencia,1857
1858,Santo Domingo de los Tsáchilas,En vigencia,1858
1859,Santa Elena,En vigencia,1859
1860,Manabí,En vigencia,1860
1861,Esmeraldas,En vigencia,1861
1862,Pichincha,En vigencia,1862
1863,Orellana,En vigencia,1863
1864,Sucumbíos,En vigencia,1864
1865,Imbabura,En vigencia,1865
1866,Orellana,En vigencia,1866
1867,Pastaza,En vigencia,1867
1868,Morona Santiago,En vigencia,1868
1869,Santa Elena,En vigencia,1869
1870,Pichincha,En vigencia,1870
1871,Santa Elena,En vigencia,1871
1872,Pichincha,En vigencia,1872
1873,Pichincha,En vigencia,1873
1874,Morona Santiago,En vigencia,1874
1875,Santo Domingo de los Tsáchilas,En vigencia,1875
1876,Pichincha,En vigencia,1876
1877,Los Ríos,En vigencia,1877
1878,Los Ríos,No existe,1878
1879,Pichincha,En vigencia,1879
1880,Carchi,No existe,1880
1881,Pichincha,En vigencia,1881
1882,Pichincha,En vigencia,1882
1883,Chimborazo,En vigencia,1883
1884,Cañar,En vigencia,1884
1885,Orellana,En vigencia,1885
1886,Los Ríos,En vigencia,1886
1887,Cañar,En vigencia,1887
1888,Zamora Chinchipe,En vigencia,1888
1889,Imbabura,En vigencia,1889
1890,Cañar,En vigencia,1890
1891,Carchi,En vigencia,1891
1892,Pichincha,No existe,1892
1893,Orellana,En vigencia,1893
1894,Imbabura,En vigencia,1894
1895,Pichincha,En vigencia,1895
1896,Cotopaxi,En vigencia,1896
1897,Morona Santiago,En vigencia,1897
1898,Carchi,En vigencia,1898
1899,Napo,En vigencia,1899
1900,Orellana,En vigencia,1900
1901,Orellana,No existe,1901
1902,Manabí,En vigencia,1902
1903,Pastaza,En vigencia,1903
1904,Pastaza,En vigencia,1904
1905,Guayas,En vigencia,1905
1906,Pichincha,En vigencia,1906
1907,Pichincha,En vigencia,1907
1908,Pastaza,En vigencia,1908
1909,Pichincha,En vigencia,1909
1910,Guayas,En vigencia,1910
1911,Pichincha,En vigencia,1911
1912,Azuay,En vigencia,1912
1913,Pichincha,En vigencia,1913
1914,Pichincha,En vigencia,1914
1915,Orellana,En vigencia,1915
1916,Pichincha,En vigencia,1916
1917,Morona Santiago,En vigencia,1917
1918,Carchi,En vigencia,1918
1919,Guayas,En vigencia,1919
1920,Loja,En vigencia,1920
1921,Esmeraldas,En vigencia,1921
1922,Morona Santiago,En vigencia,1922
1923,Bolívar,En vigencia,1923
1924,Pichincha,En vigencia,1924
1925,Azuay,En vigencia,1925
1926,Carchi,En vigencia,1926
1927,Pichincha,En vigencia,1927
1928,Cotopaxi,En vigencia,1928
1929,Cotopaxi,En vigencia,1929
1930,Galapagos,En vigencia,1930
1931,Loja,En vigencia,1931
1932,Pichincha,En vigencia,1932
1933,Esmeraldas,En vigencia,1933
1934,Imbabura,En vigencia,1934
1935,Azuay,En vigencia,1935
1936,Pichincha,No existe,1936
1937,Carchi,En vigencia,1937
1938,Los Ríos,En vigencia,1938
1939,Los Ríos,En vigencia,1939
1940,Cañar,En vigencia,1940
1941,Manabí,En vigencia,1941
1942,Guayas,En vigencia,1942
1943,Santo Domingo de los Tsáchilas,En vigencia,1943
1944,Santa Elena,No existe,1944
1945,Pastaza,En vigencia,1945
1946,Napo,En vigencia,1946
1947,Orellana,En vigencia,1947
1948,Tungurahua,En vigencia,1948
1949,Imbabura,En vigencia,1949
1950,Pastaza,En vigencia,1950
1951,Morona Santiago,En vigencia,1951
1952,Pichincha,En vigencia,1952
1953,Loja,En vigencia,1953
1954,Santa Elena,En vigencia,1954
1955,Loja,En vigencia,1955
1956,Guayas,En vigencia,1956
1957,Pichincha,En vigencia,1957
1958,Orellana,En vigencia,1958
1959,Manabí,En vigencia,1959
1960,Loja,En vigencia,1960
1961,Cotopaxi,En vigencia,1961
1962,Loja,En vigencia,1962
1963,Pichincha,En vigencia,1963
1964,Chimborazo,En vigencia,1964
1965,Pichincha,En vigencia,1965
1966,Napo,En vigencia,1966
1967,Napo,En vigencia,1967
1968,Guayas,En vigencia,1968
1969,Pastaza,En vigencia,1969
1970,El Oro,En vigencia,1970
1971,Esmeraldas,En vigencia,1971
1972,Santa Elena,En vigencia,1972
1973,Pastaza,En vigencia,1973
1974,Azuay,En vigencia,1974
1975,Pichincha,En vigencia,1975
1976,Pichincha,En vigencia,1976
1977,Pichincha,En vigencia,1977
1978,Guayas,En vigencia,1978
1979,Pichincha,En vigencia,1979
1980,Orellana,En vigencia,1980
1981,Pichincha,En vigencia,1981
1982,Azuay,En vigencia,1982
1983,Guayas,En vigencia,1983
1984,Pichincha,En vigencia,1984
1985,Azuay,En vigencia,1985
1986,Zamora Chinchipe,En vigencia,1986
1987,Pichincha,No existe,1987
1988,Chimborazo,En vigencia,1988
1989,Sucumbíos,En vigencia,1989
1990,Zamora Chinchipe,En vigencia,1990
1991,Pastaza,En vigencia,1991
1992,Pichincha,En vigencia,1992
1993,Bolívar,En vigencia,1993
1994,Azuay,En vigencia,1994
1995,Chimborazo,No existe,1995
1996,Azuay,En vigencia,1996
1997,Sucumbíos,En vigencia,1997
1998,Galapagos,En vigencia,1998
1999,Pichincha,No existe,1999
2000,Pichincha,En vigencia,2000
2001,Orellana,En vigencia,2001
2002,Los Ríos,En vigencia,2002
2003,Galapagos,No existe,2003
2004,Pastaza,En vigencia,2004
2005,Cañar,En vigencia,2005
2006,Pichincha,En vigencia,2006
2007,Manabí,En vigencia,2007
2008,Pichincha,En vigencia,2008
2009,Pichincha,En vigencia,2009
2010,Manabí,En vigencia,2010
2011,Zamora Chinchipe,En vigencia,2011
2012,Tungurahua,En vigencia,2012
2013,Manabí,En vigencia,2013
2014,Orellana,En vigencia,2014
2015,Azuay,En vigencia,2015
2016,Pastaza,En vigencia,2016
2017,Carchi,No existe,2017
2018,Pichincha,En vigencia,2018
2019,Pastaza,En vigencia,2019
2020,Guayas,En vigencia,2020
2021,Pichincha,En vigencia,2021
2022,Bolívar,En vigencia,2022
2023,Esmeraldas,En vigencia,2023
2024,Sucumbíos,En vigencia,2024
2025,Santa Elena,En vigencia,2025
2026,Guayas,En vigencia,2026
2027,Pichincha,En vigencia,2027
2028,Chimborazo,En vigencia,2028
2029,Napo,En vigencia,2029
2030,Orellana,En vigencia,2030
2031,Sucumbíos,En vigencia,2031
2032,Cañar,En vigencia,2032
2033,El Oro,En vigencia,2033
2034,Azuay,En vigencia,2034
2035,Pichincha,En vigencia,2035
2036,Pichincha,En vigencia,2036
2037,Santa Elena,En vigencia,2037
2038,Santo Domingo de los Tsáchilas,En vigencia,2038
2039,Guayas,En vigencia,2039
2040,Pichincha,En vigencia,2040
2041,Esmeraldas,En vigencia,2041
2042,Zamora Chinchipe,En vigencia,2042
2043,Sucumbíos,En vigencia,2043
2044,Pastaza,En vigencia,2044
2045,El Oro,En vigencia,2045
2046,Napo,En vigencia,2046
2047,Pichincha,En vigencia,2047
2048,Tungurahua,En vigencia,2048
2049,Pichincha,En vigencia,2049
2050,Los Ríos,En vigencia,2050
2051,Esmeraldas,En vigencia,2051
2052,Pichincha,En vigencia,2052
2053,Napo,En vigencia,2053
2054,Napo,No existe,2054
2055,Santo Domingo de los Tsáchilas,En vigencia,2055
2056,Pichincha,En vigencia,2056
2057,Santo Domingo de los Tsáchilas,En vigencia,2057
2058,Pichincha,En vigencia,2058
2059,Napo,En vigencia,2059
2060,Esmeraldas,En vigencia,2060
2061,Guayas,En vigencia,2061
2062,Azuay,En vigencia,2062
2063,Pichincha,En vigencia,2063
2064,Napo,En vigencia,2064
2065,Tungurahua,En vigencia,2065
2066,Pastaza,En vigencia,2066
2067,Napo,En vigencia,2067
2068,Pichincha,En vigencia,2068
2069,Orellana,En vigencia,2069
2070,Carchi,En vigencia,2070
2071,Pichincha,En vigencia,2071
2072,Santa Elena,En vigencia,2072
2073,Bolívar,En vigencia,2073
2074,Bolívar,En vigencia,2074
2075,Napo,En vigencia,2075
2076,Chimborazo,En vigencia,2076
2077,Guayas,En vigencia,2077
2078,Guayas,En vigencia,2078
2079,Pichincha,No existe,2079
2080,Azuay,En vigencia,2080
2081,Santa Elena,En vigencia,2081
2082,Pastaza,En vigencia,2082
2083,Santa Elena,En vigencia,2083
2084,Pichincha,En vigencia,2084
2085,Morona Santiago,En vigencia,2085
2086,Imbabura,En vigencia,2086
2087,Pichincha,En vigencia,2087
2088,Tungurahua,En vigencia,2088
2089,Pichincha,En vigencia,2089
2090,Guayas,En vigencia,2090
2091,Pichincha,En vigencia,2091
2092,Pichincha,En vigencia,2092
2093,El Oro,En vigencia,2093
2094,Pichincha,En vigencia,2094
2095,Pichincha,En vigencia,2095
2096,Azuay,En vigencia,2096
2097,Cotopaxi,En vigencia,2097
2098,Napo,En vigencia,2098
2099,Sucumbíos,En vigencia,2099
2100,Morona Santiago,En vigencia,2100
2101,Cañar,En vigencia,2101
2102,Pastaza,En vigencia,2102
2103,Orellana,En vigencia,2103
2104,Guayas,En vigencia,2104
2105,Pichincha,En vigencia,2105
2106,Morona Santiago,En vigencia,2106
2107,Morona Santiago,En vigencia,2107
2108,Pichincha,En vigencia,2108
2109,Pichincha,En vigencia,2109
2110,Pichincha,En vigencia,2110
2111,Orellana,En vigencia,2111
2112,Orellana,En vigencia,2112
2113,Zamora Chinchipe,En vigencia,2113
2114,Pichincha,En vigencia,2114
2115,Cañar,No existe,2115
2116,Santa Elena,En vigencia,2116
2117,Esmeraldas,En vigencia,2117
2118,El Oro,En vigencia,2118
2119,Chimborazo,No existe,2119
2120,El Oro,En vigencia,2120
2121,Pichincha,En vigencia,2121
2122,Cotopaxi,En vigencia,2122
2123,Azuay,En vigencia,2123
2124,Galapagos,En vigencia,2124
2125,Pichincha,En vigencia,2125
2126,Imbabura,En vigencia,2126
2127,Cotopaxi,En vigencia,2127
2128,Napo,En vigencia,2128
2129,Santa Elena,En vigencia,2129
2130,Tungurahua,En vigencia,2130
2131,Tungurahua,En vigencia,2131
2132,Sucumbíos,En vigencia,2132
2133,Cañar,En vigencia,2133
2134,Tungurahua,En vigencia,2134
2135,Pichincha,En vigencia,2135
2136,Bolívar,En vigencia,2136
2137,Tungurahua,En vigencia,2137
2138,Azuay,En vigencia,2138
2139,Pastaza,En vigencia,2139
2140,Guayas,En vigencia,2140
2141,Tungurahua,En vigencia,2141
2142,Tungurahua,En vigencia,2142
2143,El Oro,En vigencia,2143
2144,Tungurahua,En vigencia,2144
2145,Pichincha,En vigencia,2145
2146,Imbabura,En vigencia,2146
2147,Pichincha,En vigencia,2147
2148,Guayas,En vigencia,2148
2149,Pastaza,En vigencia,2149
2150,El Oro,En vigencia,2150
2151,Sucumbíos,En vigencia,2151
2152,Loja,En vigencia,2152
2153,Santo Domingo de los Tsáchilas,En vigencia,2153
2154,Pichincha,En vigencia,2154
2155,Guayas,En vigencia,2155
2156,Loja,En vigencia,2156
2157,Morona Santiago,En vigencia,2157
2158,Sucumbíos,En vigencia,2158
2159,Bolívar,En vigencia,2159
2160,Pichincha,En vigencia,2160
2161,Sucumbíos,En vigencia,2161
2162,Pichincha,En vigencia,2162
2163,Pichincha,En vigencia,2163
2164,Bolívar,En vigencia,2164
2165,Tungurahua,En vigencia,2165
2166,Sucumbíos,En vigencia,2166
2167,Orellana,En vigencia,2167
2168,Sucumbíos,En vigencia,2168
2169,Santa Elena,En vigencia,2169
2170,Azuay,En vigencia,2170
2171,Cotopaxi,En vigencia,2171
2172,Cotopaxi,En vigencia,2172
2173,Pichincha,En vigencia,2173
2174,Pichincha,En vigencia,2174
2175,Azuay,En vigencia,2175
2176,Azuay,En vigencia,2176
2177,Galapagos,En vigencia,2177
2178,Pichincha,En vigencia,2178
2179,Napo,En vigencia,2179
2180,Santa Elena,En vigencia,2180
2181,Orellana,En vigencia,2181
2182,Pichincha,En vigencia,2182
2183,Cotopaxi,En vigencia,2183
2184,Napo,En vigencia,2184
2185,Galapagos,En vigencia,2185
2186,Pastaza,En vigencia,2186
2187,El Oro,En vigencia,2187
2188,Pichincha,En vigencia,2188
2189,Cañar,En vigencia,2189
2190,Santa Elena,En vigencia,2190
2191,Carchi,En vigencia,2191
2192,Orellana,En vigencia,2192
2193,Cotopaxi,En vigencia,2193
2194,Pichincha,En vigencia,2194
2195,Pichincha,En vigencia,2195
2196,Morona Santiago,En vigencia,2196
2197,Pichincha,En vigencia,2197
2198,Loja,En vigencia,2198
2199,Pichincha,En vigencia,2199
2200,Orellana,En vigencia,2200
2201,Bolívar,En vigencia,2201
2202,Pichincha,En vigencia,2202
2203,Sucumbíos,En vigencia,2203
2204,Morona Santiago,En vigencia,2204
2205,Carchi,En vigencia,2205
2206,Loja,En vigencia,2206
2207,Pichincha,En vigencia,2207
2208,Manabí,En vigencia,2208
2209,Pichincha,En vigencia,2209
2210,Manabí,En vigencia,2210
2211,Esmeraldas,En vigencia,2211
2212,Esmeraldas,En vigencia,2212
2213,El Oro,En vigencia,2213
2214,El Oro,En vigencia,2214
2215,El Oro,En vigencia,2215
2216,Carchi,En vigencia,2216
2217,Santo Domingo de los Tsáchilas,En vigencia,2217
2218,Los Ríos,En vigencia,2218
2219,Imbabura,En vigencia,2219
2220,Napo,En vigencia,2220
2221,Bolívar,En vigencia,2221
2222,Sucumbíos,En vigencia,2222
2223,Azuay,En vigencia,2223
2224,Santa Elena,En vigencia,2224
2225,Zamora Chinchipe,En vigencia,2225
2226,Pichincha,En vigencia,2226
2227,Chimborazo,En vigencia,2227
2228,Cotopaxi,En vigencia,2228
2229,Zamora Chinchipe,En vigencia,2229
2230,Azuay,En vigencia,2230
2231,Pichincha,En vigencia,2231
2232,Orellana,En vigencia,2232
2233,Chimborazo,En vigencia,2233
2234,Imbabura,En vigencia,2234
2235,Santa Elena,En vigencia,2235
2236,Pichincha,En vigencia,2236
2237,Esmeraldas,En vigencia,2237
2238,Sucumbíos,En vigencia,2238
2239,Galapagos,En vigencia,2239
2240,Pichincha,En vigencia,2240
2241,Santa Elena,En vigencia,2241
2242,Loja,En vigencia,2242
2243,Pichincha,En vigencia,2243
2244,Santa Elena,En vigencia,2244
2245,Orellana,En vigencia,2245
2246,Sucumbíos,En vigencia,2246
2247,Carchi,En vigencia,2247
2248,Santa Elena,En vigencia,2248
2249,Zamora Chinchipe,En vigencia,2249
2250,Tungurahua,En vigencia,2250
2251,Cotopaxi,En vigencia,2251
2252,Carchi,En vigencia,2252
2253,Cañar,En vigencia,2253
2254,Los Ríos,En vigencia,2254
2255,Morona Santiago,En vigencia,2255
2256,Pichincha,En vigencia,2256
2257,Pichincha,En vigencia,2257
2258,Pichincha,En vigencia,2258
2259,Guayas,En vigencia,2259
2260,Chimborazo,En vigencia,2260
2261,Guayas,En vigencia,2261
2262,Azuay,En vigencia,2262
2263,Pichincha,En vigencia,2263
2264,Azuay,En vigencia,2264
2265,Pastaza,En vigencia,2265
2266,Los Ríos,En vigencia,2266
2267,Orellana,En vigencia,2267
2268,Pichincha,En vigencia,2268
2269,Guayas,En vigencia,2269
2270,Napo,En vigencia,2270
2271,Galapagos,En vigencia,2271
2272,Pichincha,En vigencia,2272
2273,Bolívar,En vigencia,2273
2274,Carchi,En vigencia,2274
2275,Pichincha,En vigencia,2275
2276,Chimborazo,En vigencia,2276
2277,Pichincha,En vigencia,2277
2278,Esmeraldas,En vigencia,2278
2279,Los Ríos,En vigencia,2279
2280,Azuay,En vigencia,2280
2281,Santo Domingo de los Tsáchilas,En vigencia,2281
2282,Morona Santiago,En vigencia,2282
2283,Bolívar,En vigencia,2283
2284,Guayas,En vigencia,2284
2285,El Oro,En vigencia,2285
2286,Esmeraldas,En vigencia,2286
2287,Carchi,En vigencia,2287
2288,Bolívar,En vigencia,2288
2289,Napo,En vigencia,2289
2290,Zamora Chinchipe,En vigencia,2290
2291,Pichincha,En vigencia,2291
2292,Cañar,En vigencia,2292
2293,Pichincha,En vigencia,2293
2294,Pichincha,En vigencia,2294
2295,Pichincha,En vigencia,2295
2296,Galapagos,En vigencia,2296
2297,Azuay,En vigencia,2297
2298,Orellana,En vigencia,2298
2299,Orellana,En vigencia,2299
2300,Bolívar,En vigencia,2300
2301,Tungurahua,En vigencia,2301
2302,Esmeraldas,En vigencia,2302
2303,Zamora Chinchipe,En vigencia,2303
2304,Bolívar,En vigencia,2304
2305,Pichincha,En vigencia,2305
2306,Orellana,En vigencia,2306
2307,Carchi,En vigencia,2307
2308,Bolívar,En vigencia,2308
2309,Azuay,En vigencia,2309
2310,Bolívar,En vigencia,2310
2311,Esmeraldas,En vigencia,2311
2312,Morona Santiago,En vigencia,2312
2313,Pichincha,En vigencia,2313
2314,Loja,En vigencia,2314
2315,Pichincha,En vigencia,2315
2316,Sucumbíos,En vigencia,2316
2317,Guayas,En vigencia,2317
2318,Guayas,En vigencia,2318
2319,Chimborazo,En vigencia,2319
2320,Pichincha,En vigencia,2320
2321,Carchi,En vigencia,2321
2322,Bolívar,En vigencia,2322
2323,Pastaza,En vigencia,2323
2324,El Oro,En vigencia,2324
2325,Pichincha,En vigencia,2325
2326,Pichincha,En vigencia,2326
2327,Zamora Chinchipe,En vigencia,2327
2328,Pastaza,En vigencia,2328
2329,Pichincha,En vigencia,2329
2330,Zamora Chinchipe,En vigencia,2330
2331,Pichincha,En vigencia,2331
2332,Santa Elena,En vigencia,2332
2333,Imbabura,En vigencia,2333
2334,Santo Domingo de los Tsáchilas,En vigencia,2334
2335,Imbabura,En vigencia,2335
2336,Carchi,En vigencia,2336
2337,El Oro,En vigencia,2337
2338,Santo Domingo de los Tsáchilas,En vigencia,2338
2339,Cañar,En vigencia,2339
2340,Carchi,En vigencia,2340
2341,Pichincha,En vigencia,2341
2342,Tungurahua,En vigencia,2342
2343,Zamora Chinchipe,En vigencia,2343
2344,Pichincha,En vigencia,2344
2345,Pastaza,En vigencia,2345
2346,Pastaza,En vigencia,2346
2347,Napo,En vigencia,2347
2348,Santo Domingo de los Tsáchilas,En vigencia,2348
2349,Carchi,En vigencia,2349
2350,Guayas,No existe,2350
2351,Manabí,En vigencia,2351
2352,Pichincha,En vigencia,2352
2353,Morona Santiago,En vigencia,2353
2354,Galapagos,En vigencia,2354
2355,Pichincha,En vigencia,2355
2356,Pichincha,En vigencia,2356
2357,Azuay,En vigencia,2357
2358,Galapagos,En vigencia,2358
2359,Bolívar,En vigencia,2359
2360,Pichincha,En vigencia,2360
2361,Pichincha,En vigencia,2361
2362,Azuay,En vigencia,2362
2363,Azuay,En vigencia,2363
2364,Pichincha,En vigencia,2364
2365,Pichincha,En vigencia,2365
2366,Pichincha,En vigencia,2366
2367,Pichincha,En vigencia,2367
2368,Pichincha,En vigencia,2368
2369,Guayas,En vigencia,2369
2370,Pichincha,En vigencia,2370
2371,Cañar,En vigencia,2371
2372,Guayas,En vigencia,2372
2373,Orellana,En vigencia,2373
2374,Napo,En vigencia,2374
2375,Galapagos,En vigencia,2375
2376,Morona Santiago,No existe,2376
2377,Esmeraldas,En vigencia,2377
2378,Morona Santiago,En vigencia,2378
2379,Galapagos,En vigencia,2379
2380,Imbabura,En vigencia,2380
